ticker
AAPL
MSFT
NVDA
AMZN
GOOGL
GOOG
META
BRK-B
AVGO
TSLA
JPM
V
UNH
XOM
LLY
JNJ
WMT
MA
PG
COST
HD
NFLX
ABBV
BAC
ORCL
KO
CRM
CVX
AMD
PEP
TMO
ACN
LIN
MCD
CSCO
ABT
DHR
DIS
WFC
PM
IBM
CAT
GE
VZ
TXN
NOW
AMGN
ISRG
QCOM
INTU
